data_week,sfdc_name_l3,am_name_l3,country,service_type_l3,month,customer_type,revenue,gross_profit,data_type,cohort
2025-09-29,sf2,am3,BE,Staffing,2024-10-01,NE,168185.32,5888.74,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2024-11-01,NE,467086.59,32990.9,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2024-12-01,NE,389884.1,36299.21,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-01-01,NE,288678.46,37379.59,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-02-01,NE,199034.0,37693.04,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-03-01,NE,295719.08,27245.37,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-04-01,NE,338016.55,24221.65,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-05-01,NE,489689.97,29173.56,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-06-01,NE,366668.36,31388.32,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-07-01,NE,93809.97,32897.36,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-08-01,NE,263085.76,11960.23,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-09-01,NE,137781.1,7056.78,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-10-01,NE,98410.26,18980.24,actuals,2025
2025-09-29,sf2,am3,BE,Staffing,2025-11-01,NE,460182.0,8495.91,forecast,2025
2025-09-29,sf2,am3,BE,Staffing,2025-12-01,NE,238941.16,17642.2,forecast,2025
2025-09-29,sf3,am2,BE,Outsourcing,2024-01-01,Pipeline EB,281619.4,10808.69,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-02-01,Pipeline EB,399904.53,9879.09,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-03-01,Pipeline EB,345203.98,9987.52,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-04-01,Pipeline EB,99204.83,7352.96,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-05-01,Pipeline EB,136444.24,36948.26,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-06-01,Pipeline EB,340036.73,6685.79,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-07-01,Pipeline EB,455176.43,18459.95,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-08-01,Pipeline EB,216068.23,15776.87,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-09-01,Pipeline EB,64140.92,5829.08,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-10-01,Pipeline EB,91394.14,30533.6,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-11-01,Pipeline EB,479601.67,33500.45,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2024-12-01,Pipeline EB,124184.57,37308.44,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-01-01,Pipeline EB,466032.7,5026.01,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-02-01,Pipeline EB,408381.81,23304.27,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-03-01,Pipeline EB,458920.68,12806.82,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-04-01,Pipeline EB,489775.42,34355.82,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-05-01,Pipeline EB,224788.23,13005.32,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-06-01,Pipeline EB,386919.18,37507.21,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-07-01,Pipeline EB,66171.69,20334.38,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-08-01,Pipeline EB,222175.97,6378.31,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-09-01,Pipeline EB,228266.2,16114.68,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-10-01,Pipeline EB,307086.82,10411.4,actuals,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-11-01,Pipeline EB,339790.38,16878.65,forecast,2024
2025-09-29,sf3,am2,BE,Outsourcing,2025-12-01,Pipeline EB,429979.57,17306.61,forecast,2024
2025-09-29,sf4,am3,DE,Staffing,2024-01-01,NE,237093.63,30324.88,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-02-01,NE,345465.76,19542.91,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-03-01,NE,142853.8,17699.92,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-04-01,NE,278158.39,22516.7,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-05-01,NE,115915.13,36690.96,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-06-01,NE,368107.26,35987.7,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-07-01,NE,85973.2,9849.12,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-08-01,NE,492730.43,37008.5,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-09-01,NE,267633.35,13283.67,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-10-01,NE,308140.29,20273.0,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-11-01,NE,374389.25,23554.73,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2024-12-01,NE,149954.46,6017.23,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-01-01,NE,307824.33,27319.24,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-02-01,NE,386359.26,39166.62,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-03-01,NE,411596.95,36289.66,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-04-01,NE,100656.35,17819.75,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-05-01,NE,118343.38,35742.19,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-06-01,NE,425977.41,20454.31,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-07-01,NE,169164.16,18316.58,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-08-01,NE,246979.53,38334.02,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-09-01,NE,72767.21,7526.56,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-10-01,NE,98381.64,12032.62,actuals,2022
2025-09-29,sf4,am3,DE,Staffing,2025-11-01,NE,431600.64,11873.85,forecast,2022
2025-09-29,sf4,am3,DE,Staffing,2025-12-01,NE,123632.8,27791.35,forecast,2022
2025-09-29,sf5,am3,DE,Staffing,2024-01-01,EB,241306.14,29837.17,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-02-01,EB,106392.51,12635.52,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-03-01,EB,68822.85,20416.74,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-04-01,EB,200918.07,22470.95,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-05-01,EB,216907.43,36851.61,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-06-01,EB,105151.73,7203.53,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-07-01,EB,283353.38,8511.98,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-08-01,EB,332687.44,30449.49,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-09-01,EB,396642.37,11593.57,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-10-01,EB,88294.29,31276.84,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-11-01,EB,454574.26,37107.29,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2024-12-01,EB,349371.98,14582.91,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-01-01,EB,89104.79,29963.33,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-02-01,EB,175714.85,5302.57,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-03-01,EB,297989.44,29859.71,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-04-01,EB,131609.74,33686.94,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-05-01,EB,209585.96,6451.02,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-06-01,EB,442669.94,7035.42,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-07-01,EB,294370.52,30424.63,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-08-01,EB,120793.99,24542.31,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-09-01,EB,239723.38,38192.87,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-10-01,EB,85902.57,7894.52,actuals,2025
2025-09-29,sf5,am3,DE,Staffing,2025-11-01,EB,117522.42,20934.62,forecast,2025
2025-09-29,sf5,am3,DE,Staffing,2025-12-01,EB,325110.05,27768.67,forecast,2025
2025-09-29,sf6,am4,FR,Outsourcing,2024-01-01,NE,481133.39,17137.57,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-02-01,NE,405729.23,10142.12,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-03-01,NE,326020.17,17123.11,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-04-01,NE,191165.8,12499.36,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-05-01,NE,406045.71,8783.07,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-06-01,NE,368062.99,6116.78,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-07-01,NE,339357.41,27584.98,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-08-01,NE,404538.03,15238.69,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-09-01,NE,150810.54,15878.17,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-10-01,NE,453845.82,35830.09,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-11-01,NE,423230.28,10117.59,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2024-12-01,NE,355292.44,20129.62,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-01-01,NE,230743.6,11916.73,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-02-01,NE,198801.79,8060.62,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-03-01,NE,298969.4,24032.56,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-04-01,NE,105412.43,11000.88,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-05-01,NE,499558.64,5091.52,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-06-01,NE,79329.43,35170.06,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-07-01,NE,129246.52,22869.87,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-08-01,NE,243633.08,15534.22,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-09-01,NE,254144.6,32789.92,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-10-01,NE,263253.24,9044.98,actuals,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-11-01,NE,381462.48,15932.11,forecast,2023
2025-09-29,sf6,am4,FR,Outsourcing,2025-12-01,NE,361400.85,39914.33,forecast,2023
2025-09-29,sf7,am1,DE,Outsourcing,2024-01-01,EB,375793.15,30507.66,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-02-01,EB,267750.65,23740.2,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-03-01,EB,406409.58,11464.15,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-04-01,EB,343181.96,29089.92,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-05-01,EB,359858.42,11505.09,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-06-01,EB,461028.11,11262.67,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-07-01,EB,497794.26,11313.94,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-08-01,EB,409392.88,32670.95,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-09-01,EB,177559.45,11745.88,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-10-01,EB,429119.41,10453.08,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-11-01,EB,298236.2,16200.74,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2024-12-01,EB,464064.94,15365.59,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-01-01,EB,372765.81,9862.26,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-02-01,EB,335490.56,5404.52,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-03-01,EB,110758.67,12622.56,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-04-01,EB,364368.27,14024.6,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-05-01,EB,393909.08,25869.92,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-06-01,EB,495577.07,35403.56,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-07-01,EB,76568.34,35576.57,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-08-01,EB,410439.46,36632.52,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-09-01,EB,286824.17,32367.22,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-10-01,EB,212976.58,8456.23,actuals,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-11-01,EB,189722.73,16790.98,forecast,2025
2025-09-29,sf7,am1,DE,Outsourcing,2025-12-01,EB,283370.35,25134.2,forecast,2025
2025-09-29,sf8,am2,FR,Staffing,2024-01-01,Pipeline EB,314276.34,27518.49,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-02-01,Pipeline EB,275796.09,6229.93,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-03-01,Pipeline EB,426768.58,27158.95,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-04-01,Pipeline EB,424832.5,21575.35,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-05-01,Pipeline EB,149057.62,15008.88,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-06-01,Pipeline EB,425682.84,32034.85,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-07-01,Pipeline EB,347314.64,18941.5,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-08-01,Pipeline EB,421582.85,12361.32,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-09-01,Pipeline EB,65332.26,10441.91,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-10-01,Pipeline EB,316559.22,29501.04,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-11-01,Pipeline EB,256033.81,37308.61,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2024-12-01,Pipeline EB,244977.78,20886.48,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-01-01,Pipeline EB,299487.35,36110.34,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-02-01,Pipeline EB,76969.35,14814.57,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-03-01,Pipeline EB,396699.64,30412.9,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-04-01,Pipeline EB,153355.68,31160.38,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-05-01,Pipeline EB,196871.69,6224.95,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-06-01,Pipeline EB,84704.07,26514.26,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-07-01,Pipeline EB,485001.05,28990.51,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-08-01,Pipeline EB,437025.19,23522.27,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-09-01,Pipeline EB,342999.32,5280.94,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-10-01,Pipeline EB,470591.29,20513.49,actuals,2022
2025-09-29,sf8,am2,FR,Staffing,2025-11-01,Pipeline EB,468125.81,15499.39,forecast,2022
2025-09-29,sf8,am2,FR,Staffing,2025-12-01,Pipeline EB,94449.11,21066.62,forecast,2022
2025-09-29,sf9,am3,NO,Outsourcing,2024-01-01,Pipeline EB,217379.32,8769.26,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-02-01,Pipeline EB,449554.88,5116.92,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-03-01,Pipeline EB,331212.91,34727.52,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-04-01,Pipeline EB,69325.14,30757.23,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-05-01,Pipeline EB,342552.43,28283.6,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-06-01,Pipeline EB,95747.95,38070.99,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-07-01,Pipeline EB,238070.73,19435.53,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-08-01,Pipeline EB,292258.23,27842.86,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-09-01,Pipeline EB,314097.9,27464.08,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-10-01,Pipeline EB,293284.74,10636.96,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-11-01,Pipeline EB,296382.15,5751.83,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2024-12-01,Pipeline EB,351519.94,16129.68,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-01-01,Pipeline EB,337793.2,8035.81,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-02-01,Pipeline EB,417867.32,34938.97,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-03-01,Pipeline EB,197412.17,31053.24,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-04-01,Pipeline EB,346755.45,22718.47,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-05-01,Pipeline EB,372602.39,22829.72,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-06-01,Pipeline EB,60222.59,27125.88,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-07-01,Pipeline EB,439248.75,14861.04,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-08-01,Pipeline EB,375068.69,18676.16,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-09-01,Pipeline EB,311552.61,36691.75,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-10-01,Pipeline EB,179436.26,25626.56,actuals,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-11-01,Pipeline EB,232652.7,17595.83,forecast,2025
2025-09-29,sf9,am3,NO,Outsourcing,2025-12-01,Pipeline EB,354575.42,36949.91,forecast,2025
2025-09-29,sf10,am1,DE,Staffing,2024-01-01,Pipeline EB,493613.42,15379.42,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-02-01,Pipeline EB,338063.49,22483.81,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-03-01,Pipeline EB,420817.95,36365.68,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-04-01,Pipeline EB,208496.48,33222.98,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-05-01,Pipeline EB,277027.15,6282.4,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-06-01,Pipeline EB,360149.44,39239.49,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-07-01,Pipeline EB,266087.45,28106.88,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-08-01,Pipeline EB,400862.76,14124.82,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-09-01,Pipeline EB,97668.15,28380.2,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-10-01,Pipeline EB,388574.85,26193.93,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-11-01,Pipeline EB,372623.88,21977.27,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2024-12-01,Pipeline EB,364822.7,35796.67,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-01-01,Pipeline EB,162205.77,20321.79,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-02-01,Pipeline EB,451726.11,20325.44,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-03-01,Pipeline EB,61543.1,21242.16,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-04-01,Pipeline EB,329240.61,30530.78,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-05-01,Pipeline EB,221825.92,26077.11,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-06-01,Pipeline EB,231067.06,23291.23,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-07-01,Pipeline EB,173122.37,14931.39,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-08-01,Pipeline EB,136814.22,38300.78,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-09-01,Pipeline EB,108610.26,35551.84,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-10-01,Pipeline EB,169560.95,21952.96,actuals,2022
2025-09-29,sf10,am1,DE,Staffing,2025-11-01,Pipeline EB,104652.17,9448.46,forecast,2022
2025-09-29,sf10,am1,DE,Staffing,2025-12-01,Pipeline EB,174077.9,10811.06,forecast,2022
2025-09-29,sf11,am4,ES,Outsourcing,2024-01-01,EB,215098.46,35029.12,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-02-01,EB,360371.83,6231.49,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-03-01,EB,329787.48,24741.17,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-04-01,EB,66479.36,5637.77,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-05-01,EB,53760.17,30308.06,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-06-01,EB,177325.73,13511.85,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-07-01,EB,279356.7,25157.44,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-08-01,EB,301993.7,29066.74,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-09-01,EB,485464.22,29651.46,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-10-01,EB,228038.44,20425.13,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-11-01,EB,318002.4,33576.03,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2024-12-01,EB,142557.62,35887.23,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-01-01,EB,348785.09,11740.08,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-02-01,EB,353047.52,12258.53,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-03-01,EB,262046.14,12670.72,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-04-01,EB,320888.17,38896.81,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-05-01,EB,104738.67,30980.27,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-06-01,EB,306446.5,25220.42,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-07-01,EB,327578.22,16977.25,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-08-01,EB,232118.37,9991.49,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-09-01,EB,180964.62,30538.78,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-10-01,EB,449097.08,30334.11,actuals,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-11-01,EB,136206.8,15085.71,forecast,2023
2025-09-29,sf11,am4,ES,Outsourcing,2025-12-01,EB,50742.33,31580.87,forecast,2023
2025-09-29,sf12,am4,CO,Outsourcing,2024-01-01,EB,149209.96,26135.81,actuals,2023
2025-09-29,sf12,am4,CO,Outsourcing,2024-02-01,EB,497006.33,16422.37,actuals,2023
2025-09-29,sf12,am4,CO,Outsourcing,2024-03-01,EB,450274.32,38657.11,actuals,2023
2025-09-29,sf12,am4,CO,Outsourcing,2024-04-01,EB,110732.3,36834.83,actuals,2023
